username,followers_count,following_count,tweet_count,listed_count,topic_id,twitter_user_id,retrieved_date
surayaror,65529,2193,60501,291,13,2673974569,3/29/2023
melatinungsari,6343,4987,35753,30,9,738504995759263744,3/29/2023
ieralee,10112,1311,18127,24,14,4046817679,3/29/2023
ruffleseed,16879,664,48291,45,13,19145055,3/29/2023
dririshsea,11264,727,3769,88,10,565166250,3/29/2023
fadzlirozan,550,1367,3019,1,12,1497833120,3/29/2023
DavidInglesTV,67193,2167,9993,1359,14,496997835,3/29/2023
weeranan,130252,2046,92076,251,7,234274515,3/29/2023
cnew888,406063,201,14445,70,1,2887191906,3/29/2023
nuishow,339106,822,72478,1173,1,14697365,3/29/2023
irene_sukandar,23791,406,3142,80,14,151561894,3/29/2023
TheAn1meMan,942843,400,4932,1051,8,1651594488,3/29/2023
akidearest,547909,473,1599,606,8,2281401692,3/29/2023
donbelleluvver,4463,267,69572,7,12,1371464233469177860,3/29/2023
donstutoch4ever,2754,883,30292,1,12,1523597389801549825,3/29/2023
mainedcm,6728075,355,4559,1698,12,63701775,3/29/2023
maymayentrata07,2844083,163,2781,161,5,803199792369180673,3/29/2023
ZeinabHarake11,7400838,84,605,145,5,991958674909286400,3/29/2023
mikslmnc,3977578,1240,18354,149,10,1000229461856530432,3/29/2023
MissMarisRacal,3913690,550,14399,265,12,628808642,3/29/2023
princess_thea14,1336011,14,2175,36,12,1180262001253089280,3/29/2023
adhibanchess,28814,512,1053,231,14,3086225424,3/29/2023
PavinKyoto,529525,547,2459,163,11,964172701794369537,3/29/2023
TaniaSachdev,63747,198,5432,627,14,1886392608,3/29/2023
DJRayRay_Taiwan,5083,889,7849,40,16,340244679,3/29/2023
woiiw,101801,40818,2578,208,10,430192464,3/29/2023
mattvsjapan,13204,358,2278,77,15,4634333330,3/29/2023
ryotarosjapan,26836,33,214,47,10,1337610818649636864,3/29/2023
rurusama9,88760,326,3911,79,5,1020642030840569856,3/29/2023
ruruspiano,15377,52,433,50,5,992661699009306624,3/29/2023
SS_utr3N,19395,36,3161,105,8,1009401802603704320,3/29/2023
jennykyros68,12234,131,203,71,14,1407290260791316480,3/29/2023
timmtsai,18613,198,318,6,9,1455747005850869769,3/29/2023
gourmetmei,133064,335,777,125,5,1413497060058288135,3/29/2023
GiggukAZ,851383,611,6360,918,8,228456219,3/29/2023
CDawgVA,889399,934,21530,886,10,43596071,3/29/2023
AbroadInJapan,430842,212,9217,667,7,1659679688,3/29/2023
rahulrrangari,1058,1430,480,0,7,1404795614953676807,3/29/2023
terenceleejx,7502,1978,9930,305,9,44078181,3/29/2023
Irenezhao_,192770,319,2249,820,5,1366964220768776192,3/29/2023
Vhmq_,5902,379,326,26,5,1492794667473141761,3/29/2023
alinaamir,2834,1941,6909,14,15,29065360,3/29/2023
minavesguerra,6199,1392,169862,150,11,127871205,3/29/2023
realmanubhaker,144465,879,1864,75,2,976771469765160960,3/29/2023
manikabatra_TT,163887,435,2385,107,2,988671212216897537,3/29/2023
babamba2020,64291,2185,51399,365,11,261727021,3/29/2023
bestrongnow,48286,1888,87303,222,11,132591895,3/29/2023
imagolog,111047,195,6773,550,11,71793919,3/29/2023
wafflerica,3468,1714,3425,70,11,17061303,3/29/2023
andreas_lo,3878,2480,3075,118,13,4688401,3/29/2023
plspreeti,20209,298,21688,55,12,43293373,3/29/2023
PreetiJha,4113,3994,1976,132,13,28430142,3/29/2023
lukeanthonyhunt,19175,2714,3614,256,13,248001658,3/29/2023
sstrangio,14361,1577,16015,306,13,55191191,3/29/2023
prakchanthul,18352,3913,5820,245,13,228948446,3/29/2023
Shika42516408,181269,84,586,923,5,1109000851358519296,3/29/2023
veracruz777,13371,4708,250363,138,4,100899292,3/29/2023
SamuelBickett,21698,392,1871,73,11,1548159062,3/29/2023
imma__jp,10874,161,1397,72,5,1017271237762953216,3/29/2023
GracyBitget,200282,208,968,54,9,723224444752158720,3/29/2023
joandthezhus,4291,1681,515,71,9,1126890737809772544,3/29/2023
nutchlimited,25007,1487,47131,11,7,2594068573,3/29/2023
Eaaaw,105181,1132,93557,94,15,2286750120,3/29/2023
victorrhan,119913,844,30664,35,10,751982203018543104,3/29/2023
ceemeagain,373043,1814,14109,1333,1,16851578,3/29/2023
suthichai,3102562,2831,114112,5355,1,12425692,3/29/2023
Woodytalk,3337830,1153,20825,3519,1,21539210,3/29/2023
panraphee,1325763,183,35866,1447,1,56156439,3/29/2023
ninanaka,717754,708,81949,1122,1,50845248,3/29/2023
dew_jsu,920673,34,452,411,12,906310748564971520,3/29/2023
PuimekSter,740353,417,92387,262,5,182279606,3/29/2023
MookWorranit,1459578,425,60331,295,12,139379061,3/29/2023
FiatAngelo,1496201,151,20463,618,12,2983484922,3/29/2023
ssingss,1111200,202,14668,669,12,2324101986,3/29/2023
tontawan_t,418333,252,57808,269,1,307782840,3/29/2023
view_benyapa,69936,121,1702,93,1,1044173902468067328,3/29/2023
VernLoveis,10081,192,56233,16,5,158024511,3/29/2023
Toptap_jirakit,1192165,313,35587,801,5,1659753438,3/29/2023
piiazzetta,8644,412,18212,26,3,172705160,3/29/2023
marauisxx,114749,859,29257,159,3,543901322,3/29/2023
Hamkdy_,134124,1614,85853,75,5,784219207474950144,3/29/2023
a_happy_color,28493,159,2187,130,3,1378368477044514816,3/29/2023
charoenpura,494647,433,28643,217,5,957779174726356992,3/29/2023
sayompoo_eric,46649,1423,96460,46,13,4912566457,3/29/2023
bkksnow,349926,1741,9592,259,15,86658130,3/29/2023
kathyjah,2580,2104,6365,55,9,125350320,3/29/2023
TAXBugnoms,85083,0,4672,92,14,1016162716434640896,3/29/2023
_annabellehuang,3927,677,423,67,14,110318853,3/29/2023
8sianmom,10119,2446,10731,41,9,95370227,3/29/2023
Chewtoro,54189,2361,16111,221,5,38639301,3/29/2023
MsF0m0,8936,2392,9309,18,5,1485201703347830790,3/29/2023
ellaces,2718,1512,10444,16,3,1437398777409671168,3/29/2023
tongtongbee,7232,1169,1053,120,9,4847257392,3/29/2023
zenaschin,1425,977,4527,30,15,940225472,3/29/2023
stylebymandii,15578,483,5712,12,5,4136277854,3/29/2023
kahei_art,4367,2755,5518,20,3,1484501868525264896,3/29/2023
two_tall_travel,2739,1802,4706,66,7,4079163014,3/29/2023
laviezine,5661,2947,50407,18,7,3637843213,3/29/2023
inkmodel,14378,1247,7171,9,3,66126858,3/29/2023
RichardBarrow,203661,198,106352,2415,7,72888855,3/29/2023
Saksith,18973,772,46081,578,13,3618041,3/29/2023
Thai_Talk,40508,1073,179779,492,11,116141566,3/29/2023
TheLilyfish,5472,3545,17530,208,13,298478363,3/29/2023
Pink_Siripipat,19873,599,35465,93,9,84077357,3/29/2023
Kunthida_FWP,96409,555,6664,102,14,123907907,3/29/2023
WPabuprapap,36736,623,9315,105,13,1223473075057881096,3/29/2023
kongchanut,14474,342,3440,21,10,396371797,3/29/2023
JakkritTomTom,291183,2038,156637,161,12,68178222,3/29/2023
afdlinshauki,584705,1762,16491,626,7,23463101,3/29/2023
afdlinshauki,584808,1762,16490,627,7,23463101,3/28/2023
anaraffali,370657,769,22068,340,1,28177296,3/28/2023
iamkamyapunjabi,361768,140,7950,111,14,2286516338,3/28/2023
inchchua,4195,570,559,94,12,83816651,3/28/2023
wordweed,2646,398,47992,8,12,46895632,3/28/2023
Kokilaparvathi,2502,363,779,15,12,483563636,3/28/2023
jolovanwham,5483,349,2486,46,5,2832429217,3/28/2023
RidhwanAzman,22564,814,41646,31,5,341629045,3/28/2023
mrbrown,415920,7500,65467,1238,10,574253,3/28/2023
angjunyang,4166,265,3751,57,12,58861733,3/28/2023
patrinechoo,2189,422,1266,7,12,1462075812039987209,3/28/2023
Superprincessjo,2015,149,16639,50,14,161254396,3/28/2023
realsehajpal,120857,28,3280,31,14,1083344415656214528,3/28/2023
TheNishantBhat,43363,78,1252,6,16,1423333290224721921,3/28/2023
rahulrrangari,1056,1429,479,0,7,1404795614953676807,3/28/2023
PrernaSehajpal,37528,9,5759,5,10,1427994869260193795,3/28/2023
GAUAHAR_KHAN,3047397,223,17906,532,15,155561448,3/28/2023
ShamitaShetty,142404,60,6296,107,10,3251305220,3/28/2023
aneri_vajani,32514,402,6079,42,5,132445843,3/28/2023
Devoleena_23,98845,187,10806,65,5,96135256,3/28/2023
teemusphoto,38525,278,3588,448,8,838056188277370880,3/28/2023
realcheraims,75124,363,6558,29,14,1331447852657123329,3/28/2023
nyaoayn,105812,280,20445,1192,9,181066414,3/28/2023
shiifoncake,113065,262,7567,1270,5,1153914005532004352,3/28/2023
uyjpn,53527,838,35922,690,9,1301428310975500288,3/28/2023
deweysim,4753,1452,623,67,8,69835675,3/28/2023
iamfarahlola,12255,189,2815,16,8,1014237696565235713,3/28/2023
kixes,30288,1102,99289,437,5,27182288,3/28/2023
sezairi,51044,691,21264,129,8,36800569,3/28/2023
FishMonkeyCow_,12652,453,2389,141,5,967218195986751490,3/28/2023
wwwwww1101,2229,78,8808,2,5,925658166024478720,3/28/2023
Mindpatsrvl,103271,73,838,89,15,1305070471663083521,3/28/2023
JCharoensiri,7843,335,3301,56,11,131502046,3/28/2023
JamesPanumas,6943,22,444,4,2,1241426284720181248,3/28/2023
yamyummy,100898,839,233321,43,2,100221994,3/28/2023
thecuriousdan2,13217,187,29749,12,11,1409042869378191365,3/28/2023
HappyBongbongus,2881,304,935,5,11,939812855783636995,3/28/2023
iLawclub,239336,315,21609,375,11,61760897,3/28/2023
NaomiNeo_,416646,600,40814,161,11,57034487,3/28/2023
speishi,162557,60,68644,70,13,91573146,3/28/2023
Jinnyboy,278769,764,26421,193,12,18917343,3/28/2023
dmingthing,10313,259,32074,36,13,87653986,3/28/2023
toshrock,293314,545,28777,132,13,67577830,3/28/2023
JoakimGomez,18795,1290,33953,25,13,325059717,3/28/2023
mingasaur,4562,419,27088,12,13,76295041,3/28/2023
DanialRon,11334,1032,75503,32,5,65365894,3/28/2023
fayhokulani,5856,265,8877,96,4,17357808,3/28/2023
WildpipM,593663,554,4290,951,11,1122732866,3/28/2023
djhollyj,3205,101,3212,18,7,54016272,3/28/2023
narellekheng,12586,480,1151,30,10,146437142,3/28/2023
cram_box,119794,785,43873,1318,9,172385031,3/28/2023
Hisa0808,143030,849,36378,1383,9,851799747937550336,3/28/2023
DesmondDoss555,15630,99,1314,209,14,1400453100217913351,3/28/2023
mirabai_chanu,431939,421,2231,140,15,997046099088166912,3/28/2023
MangteC,1477045,45,1331,273,1,334430754,3/28/2023
NicolDavid,305058,308,5630,331,1,58233846,3/28/2023
virenrasquinha,179821,909,6610,137,1,160244513,3/28/2023
SakshiMalik,538454,192,1015,210,1,728173090027520000,3/28/2023
ararewoman,3878,3109,18998,18,1,764628864140189696,3/28/2023
cottoncandyme7,1388,489,14737,1,12,367138498,3/28/2023
DrShawnPaul,3483,1750,3074,7,5,1444499792189542400,3/28/2023
HugeJackoNFT,5026,613,676,3,12,158790527,3/28/2023
_LoveMy_Beautyy,2999,1764,92068,5,12,1529672863,3/28/2023
ThaiTrainGuide,6121,16,3357,46,12,1519829986752208897,3/28/2023
AlfieJapanorama,10426,2638,106901,233,1,81983730,3/28/2023
PaprikaGirl_JP,10311,1416,38174,106,1,946669879385456640,3/28/2023
mrjeffu,14297,2363,9198,222,5,15709520,3/28/2023
kawaiihanachiya,23593,24398,39126,91,5,141734114,3/28/2023
noealz,46586,3343,19730,592,3,283244090,3/28/2023
JJ_Lin,1081390,123,9017,1333,3,25497636,3/28/2023
marklee4444,5468,419,1736,10,5,1513141364350889989,3/28/2023
veratheape,30482,1754,3350,108,3,1357202360292941826,3/28/2023
Jungkook_SNS,74676,156,25485,751,5,1226493993141145601,3/28/2023
nameweemusic,15920,933,3996,92,11,194521830,3/28/2023
nuishow,339241,822,72477,1173,1,14697365,3/28/2023
AvaniLekhara,62401,131,556,37,10,836484306126139392,3/28/2023
lakshya_sen,60468,64,607,48,13,932617429208915969,3/28/2023
heyitssharla,156421,194,52273,538,9,555702683,3/28/2023
dhruvkapilaa,832,142,114,6,7,2341671930,3/28/2023
zicoofficial_,151406,116,2787,19,5,1385295014507384834,3/28/2023
TrulyNoah,165068,322,17594,66,5,519332561,3/28/2023
syasyapuff,666,672,17614,8,3,25503818,3/28/2023
Real_n3xt,9162,1043,21989,44,9,3087421864,3/28/2023
cheesie,23460,123,28198,261,15,8552342,3/28/2023
EmirichuYT,510283,954,11084,502,5,893714295564910592,3/28/2023
wolfychuuu,166932,173,3162,280,3,902059487065915396,3/28/2023
Merryweatherey,1129345,993,12869,2308,7,2463867379,3/28/2023
Norman_Maggot,272217,3772,41730,1240,7,63025162,3/28/2023
ProjektMelody,618956,1520,10549,1549,3,1148121315943075841,3/28/2023
CovfefeChan,363516,502,91460,651,7,1049054859520090113,3/28/2023
Veibae,549002,492,5467,1452,13,777264456871149568,3/28/2023
jaiyieee,1620137,193,69843,58,11,317755902,3/28/2023
surayaror,65479,2191,60462,291,13,2673974569,3/28/2023
melatinungsari,6350,4982,35721,30,9,738504995759263744,3/28/2023
ieralee,10109,1312,18127,24,14,4046817679,3/28/2023
ruffleseed,16861,663,48213,46,13,19145055,3/28/2023
dririshsea,11253,727,3763,88,10,565166250,3/28/2023
fadzlirozan,550,1366,3018,1,12,1497833120,3/28/2023
DavidInglesTV,67189,2167,9989,1358,14,496997835,3/28/2023
parrysingh,26752,1003,16620,197,15,15143770,3/28/2023
Sun_Paisan,5898,519,7101,16,9,1153563669285916672,3/28/2023
johnwinyu,2015707,1551,124701,1018,1,58219570,3/28/2023
cnew888,405674,202,14433,69,1,2887191906,3/28/2023
gourmetmei,133065,333,780,125,5,1413497060058288135,3/28/2023
akidearest,547953,474,1596,607,8,2281401692,3/28/2023
donbelleluvver,4449,267,69418,7,12,1371464233469177860,3/28/2023
donstutoch4ever,2749,882,30074,1,12,1523597389801549825,3/28/2023
mainedcm,6728107,355,4559,1698,12,63701775,3/28/2023
maymayentrata07,2843801,163,2781,161,5,803199792369180673,3/28/2023
ZeinabHarake11,7398518,84,605,145,5,991958674909286400,3/28/2023
mikslmnc,3977892,1240,18354,148,10,1000229461856530432,3/28/2023
MissMarisRacal,3913143,550,14398,265,12,628808642,3/28/2023
princess_thea14,1335998,14,2175,36,12,1180262001253089280,3/28/2023
irene_sukandar,23791,406,3141,80,14,151561894,3/28/2023
adhibanchess,28816,512,1052,231,14,3086225424,3/28/2023
TaniaSachdev,63744,198,5432,628,14,1886392608,3/28/2023
DJRayRay_Taiwan,5083,889,7847,40,16,340244679,3/28/2023
woiiw,101814,40818,2578,208,10,430192464,3/28/2023
mattvsjapan,13190,358,2278,77,15,4634333330,3/28/2023
ryotarosjapan,26829,33,214,47,10,1337610818649636864,3/28/2023
rurusama9,88710,326,3911,79,5,1020642030840569856,3/28/2023
ruruspiano,15375,52,432,47,5,992661699009306624,3/28/2023
SS_utr3N,19394,36,3159,106,8,1009401802603704320,3/28/2023
jennykyros68,12221,131,203,71,14,1407290260791316480,3/28/2023
timmtsai,18643,198,317,6,9,1455747005850869769,3/28/2023
TheAn1meMan,942864,400,4932,1050,8,1651594488,3/28/2023
GiggukAZ,851376,611,6361,917,8,228456219,3/28/2023
GracyBitget,199220,206,946,54,9,723224444752158720,3/28/2023
CDawgVA,888798,934,21529,884,10,43596071,3/28/2023
terenceleejx,7505,1978,9931,305,9,44078181,3/28/2023
Irenezhao_,192779,318,2245,818,5,1366964220768776192,3/28/2023
Vhmq_,5906,379,324,26,5,1492794667473141761,3/28/2023
alinaamir,2835,1941,6909,14,15,29065360,3/28/2023
minavesguerra,6197,1392,169848,150,11,127871205,3/28/2023
realmanubhaker,144448,880,1860,75,2,976771469765160960,3/28/2023
manikabatra_TT,163865,435,2385,107,2,988671212216897537,3/28/2023
babamba2020,64293,2184,51394,364,11,261727021,3/28/2023
bestrongnow,48283,1888,87294,222,11,132591895,3/28/2023
imagolog,111054,195,6773,550,11,71793919,3/28/2023
wafflerica,3468,1711,3425,70,11,17061303,3/28/2023
andreas_lo,3879,2480,3075,118,13,4688401,3/28/2023
plspreeti,20211,298,21688,56,12,43293373,3/28/2023
PreetiJha,4114,3994,1976,132,13,28430142,3/28/2023
lukeanthonyhunt,19176,2713,3613,256,13,248001658,3/28/2023
sstrangio,14359,1577,16015,306,13,55191191,3/28/2023
prakchanthul,18356,3911,5817,245,13,228948446,3/28/2023
Shika42516408,181274,84,586,924,5,1109000851358519296,3/28/2023
veracruz777,13370,4706,250144,137,4,100899292,3/28/2023
SamuelBickett,21675,391,1867,73,11,1548159062,3/28/2023
AbroadInJapan,430753,212,9215,668,7,1659679688,3/28/2023
imma__jp,10859,159,1393,68,5,1017271237762953216,3/28/2023
joandthezhus,4285,1674,515,71,9,1126890737809772544,3/28/2023
PavinKyoto,529353,547,2459,162,11,964172701794369537,3/28/2023
nutchlimited,24992,1487,47123,11,7,2594068573,3/28/2023
Eaaaw,105123,1132,93515,94,15,2286750120,3/28/2023
victorrhan,120027,844,30661,35,10,751982203018543104,3/28/2023
ceemeagain,373137,1814,14109,1334,1,16851578,3/28/2023
suthichai,3103344,2831,114098,5359,1,12425692,3/28/2023
Woodytalk,3338445,1153,20824,3519,1,21539210,3/28/2023
panraphee,1326195,183,35866,1448,1,56156439,3/28/2023
ninanaka,717960,708,81948,1122,1,50845248,3/28/2023
dew_jsu,919265,34,452,408,12,906310748564971520,3/28/2023
PuimekSter,740139,417,92385,261,5,182279606,3/28/2023
MookWorranit,1458433,425,60327,294,12,139379061,3/28/2023
FiatAngelo,1495775,151,20458,616,12,2983484922,3/28/2023
ssingss,1110713,202,14668,666,12,2324101986,3/28/2023
tontawan_t,417785,252,57811,267,1,307782840,3/28/2023
view_benyapa,69461,121,1700,90,1,1044173902468067328,3/28/2023
VernLoveis,10087,192,56204,16,5,158024511,3/28/2023
Toptap_jirakit,1191590,313,35587,799,5,1659753438,3/28/2023
piiazzetta,8643,412,18205,26,3,172705160,3/28/2023
marauisxx,114586,857,29186,159,3,543901322,3/28/2023
Hamkdy_,134037,1614,85829,75,5,784219207474950144,3/28/2023
a_happy_color,28443,159,2183,128,3,1378368477044514816,3/28/2023
charoenpura,494689,433,28643,217,5,957779174726356992,3/28/2023
sayompoo_eric,46607,1423,96328,48,13,4912566457,3/28/2023
bkksnow,349892,1741,9591,261,15,86658130,3/28/2023
kathyjah,2578,2104,6363,54,9,125350320,3/28/2023
TAXBugnoms,85048,0,4672,92,14,1016162716434640896,3/28/2023
_annabellehuang,3930,676,423,67,14,110318853,3/28/2023
8sianmom,10092,2446,10730,40,9,95370227,3/28/2023
Chewtoro,54308,2360,16109,221,5,38639301,3/28/2023
MsF0m0,8932,2390,9300,18,5,1485201703347830790,3/28/2023
ellaces,2718,1508,10433,16,3,1437398777409671168,3/28/2023
tongtongbee,7230,1169,1051,120,9,4847257392,3/28/2023
zenaschin,1425,977,4529,30,15,940225472,3/28/2023
stylebymandii,15648,483,5712,12,5,4136277854,3/28/2023
kahei_art,4419,2755,5513,20,3,1484501868525264896,3/28/2023
two_tall_travel,2739,1803,4706,66,7,4079163014,3/28/2023
laviezine,5663,2947,50377,19,7,3637843213,3/28/2023
inkmodel,14370,1247,7166,9,3,66126858,3/28/2023
RichardBarrow,203692,198,106348,2415,7,72888855,3/28/2023
Saksith,18970,772,46081,578,13,3618041,3/28/2023
Thai_Talk,40500,1073,179764,492,11,116141566,3/28/2023
TheLilyfish,5471,3542,17530,208,13,298478363,3/28/2023
Pink_Siripipat,19873,599,35453,93,9,84077357,3/28/2023
Kunthida_FWP,96401,553,6644,102,14,123907907,3/28/2023
WPabuprapap,36685,622,9307,105,13,1223473075057881096,3/28/2023
kongchanut,14479,342,3437,21,10,396371797,3/28/2023
JakkritTomTom,291212,2038,156615,161,12,68178222,3/28/2023
weeranan,130211,2046,92030,252,7,234274515,3/28/2023
